epoch,lr,epoch_time_sec,train_loss,val_loss,dice_tc,dice_wt,dice_et,mean_dice,hd95_tc,hd95_wt,hd95_et,mean_hd95,sens_tc,sens_wt,sens_et,mean_sens,spec_tc,spec_wt,spec_et,mean_spec,iou_tc,iou_wt,iou_et,mean_iou,miou_tc,miou_wt,miou_et,mean_miou,f1_tc,f1_wt,f1_et,mean_f1,auc_tc,auc_wt,auc_et,mean_auc,is_best
1,9.980072755276435e-05,1729.8890731334686,14.824828061867844,1.1166962004843213,0.47904276847839355,0.5076938271522522,0.0,0.3289121985435486,15.792702189734722,18.03097620378252,356.1904761904762,130.0047181946645,0.5583883834595676,0.3789578497543585,0.0,0.31244874440464204,0.9944865584486943,0.9997141933151235,1.0,0.9980669172546058,0.35501427380168543,0.37311400533238753,0.0,0.2427094263780243,0.6700364697114535,0.6725402665675457,0.4954990688733462,0.6126919350507819,0.47904278203213335,0.5076938026804787,0.0,0.32891219490420404,0.0,0.0,0.0,0.0,True
2,9.920451463563217e-05,2439.5797131061554,0.7849560535766862,0.5196353788886752,0.6004724502563477,0.7947553396224976,0.6100155115127563,0.6684144337972006,12.605922382235331,9.422212179243747,24.458307383343634,15.495480648274238,0.8743029679368735,0.8528718383211589,0.7737949887587456,0.833656598338926,0.9898237106646329,0.992284309594326,0.9941588661354364,0.992088962131465,0.4668144024588382,0.6852975220017103,0.4524269709895528,0.5348462984833672,0.7263542761970793,0.8346853235803708,0.7226840238839616,0.7612412078871372,0.6004724623280938,0.7947553441150046,0.5809671756051243,0.6587316606827409,0.0,0.0,0.0,0.0,True
3,9.821616160444475e-05,2569.8988649845123,0.5154150434007699,0.3948687793243499,0.68341064453125,0.7760623097419739,0.663124680519104,0.707532544930776,17.81926005111176,7.385133317886467,30.644565282814796,18.61631955060434,0.6729870250249351,0.6880773405830156,0.6823957754357514,0.6811533803479007,0.9980827685913594,0.9985710570712119,0.9971649273433791,0.9979395843353167,0.5667604243494985,0.6554309939964346,0.5088156903890421,0.5770023695783251,0.7786180309771022,0.8195984739996166,0.7519165032366537,0.7833776694044575,0.6834105529276822,0.7760623839483132,0.6315473015176687,0.6970067461312214,0.0,0.0,0.0,0.0,True
4,9.6843626096667e-05,2497.6596195697784,0.45243032485472434,0.4159423997004827,0.6125338077545166,0.720421552658081,0.5995404720306396,0.6441652774810791,22.400370835086253,7.98626236950056,31.293186516874968,20.55993990715393,0.515972099690395,0.6006901069937352,0.48531008988169755,0.5339907655219426,0.9994924012607734,0.9993524906318436,0.9995229751130691,0.9994559556685622,0.4925963780554712,0.5906487672732709,0.45079887840425636,0.5113480079109994,0.7409664701268258,0.7860760863727886,0.7230912991502345,0.7500446185499495,0.6125337817792303,0.7204215284480284,0.5709909452907639,0.6346487518393409,0.0,0.0,0.0,0.0,False
5,9.509795896116976e-05,2487.5312983989716,0.4220673308397333,0.35825025992734094,0.6915940046310425,0.812163233757019,0.7139070630073547,0.739221433798472,17.484934074237074,6.500129846340761,33.360673009959605,19.11524564351248,0.6780876240614995,0.7521432754600597,0.7168407216446014,0.7156905403887203,0.9980953349131959,0.9978329994174322,0.9978852411588078,0.9979378584964786,0.5797511367647995,0.7046584254220212,0.570209050932548,0.6182062043731228,0.7851655849204155,0.8452695554941054,0.7830896323927514,0.8045082576024241,0.69159402659553,0.812163201238412,0.6799115214234219,0.727889583085788,0.0,0.0,0.0,0.0,True
6,9.299321528329238e-05,2479.243464231491,0.4051067607025757,0.3030753357779412,0.7364107966423035,0.8395318388938904,0.7230374217033386,0.7663266857465109,15.066618364478346,6.339705015075636,26.30092111100857,15.902414830187517,0.7807160908301332,0.8269202080605171,0.6996878720222951,0.7691080569709818,0.9971643484694842,0.996557684832856,0.9983736068234806,0.9973652133752736,0.6255554041543895,0.746144223073792,0.5817469436133694,0.6511488569471836,0.8088471259137596,0.8670747755133498,0.7890012851858118,0.8216410622043071,0.7364107987195249,0.8395317736985657,0.6886070366941455,0.7548498697040786,0.0,0.0,0.0,0.0,True
7,9.05463412215599e-05,2488.0819823741913,0.39837487473745237,0.31387774639186405,0.7355837225914001,0.8494426012039185,0.7259576320648193,0.7703279852867126,9.088466799120829,7.150785251291917,24.968581784097452,13.735944611503399,0.8304941394524764,0.8526647027548667,0.7541996112762162,0.8124528178278531,0.9961550835911179,0.9960464182996286,0.9976672794952488,0.9966229271286652,0.6189197761887028,0.7598392452685389,0.5828188682746576,0.6538592965772997,0.8055085956424372,0.8742915218802517,0.7894198838074341,0.8230733337767077,0.7355837320777698,0.8494425992405567,0.6913882274144437,0.7588048529109234,0.0,0.0,0.0,0.0,True
8,8.777703756717875e-05,2473.5578541755676,0.3822297580032186,0.31884036511182784,0.738932728767395,0.8211577534675598,0.720550537109375,0.7602136731147766,13.669324616391853,6.0851383684332365,26.053025447263934,15.269162810696342,0.7152468513419172,0.7665104066780186,0.6794479480103788,0.7204017353434381,0.9983449860063327,0.9980989176040904,0.99852401637614,0.9983226399955211,0.6326759052876022,0.7249129936072921,0.5806378213127443,0.6460755734025462,0.8124201035851907,0.8562721705584478,0.7885066312509408,0.8190663017981931,0.7389327014487556,0.8211578254538275,0.6862385307385119,0.7487763525470318,0.0,0.0,0.0,0.0,False
9,8.470760112484981e-05,2477.3911011219025,0.37379978202057607,0.3050710346727144,0.7303221821784973,0.8506821393966675,0.7019994854927063,0.7610012690226237,13.488868680066005,5.260611147911496,36.545152141127396,18.431543989701634,0.672495647155476,0.8248826095081,0.6170042663872779,0.7047941743502846,0.999032440049561,0.9973558208789717,0.9992677447180967,0.9985520018822097,0.6200750016619725,0.7597479117255512,0.5587325413372579,0.6461851515749272,0.8059862870129818,0.8742809752200013,0.7775478459346128,0.8192717027225319,0.7303221976134116,0.8506821416415437,0.6685708803492465,0.7498584065347339,0.0,0.0,0.0,0.0,False
10,8.136274519200731e-05,2489.3712503910065,0.3624965590848164,0.2891379073971794,0.7514777183532715,0.8583939075469971,0.7354482412338257,0.7817732890446981,6.706399963143571,5.370445297817632,22.801381622748586,11.626075627903262,0.8126627941672537,0.8612498697831585,0.7621506189181991,0.8120210942895372,0.99694267744899,0.9961346349219843,0.9977584500677833,0.9969452541462526,0.6416201518333142,0.7711529684875262,0.5957725783977563,0.6695152329061989,0.8169339166565182,0.8802581940075297,0.7960043818821488,0.8310654975153989,0.7514777317772556,0.8583939124549569,0.7004268652123925,0.7700995031482017,0.9826383727119594,0.9861033324375906,0.9179017701995041,0.9622144917830181,True
