epoch,lr,epoch_time_sec,train_loss,val_loss,dice_tc,dice_wt,dice_et,mean_dice,hd95_tc,hd95_wt,hd95_et,mean_hd95,sens_tc,sens_wt,sens_et,mean_sens,spec_tc,spec_wt,spec_et,mean_spec,iou_tc,iou_wt,iou_et,mean_iou,miou_tc,miou_wt,miou_et,mean_miou,f1_tc,f1_wt,f1_et,mean_f1,auc_tc,auc_wt,auc_et,mean_auc,is_best
1,2.08e-05,1337.225261926651,1.2151899870597955,0.7593732987131391,0.03712370619177818,0.31045082211494446,0.03363807499408722,0.12707086776693663,102.28791183253409,73.66783012851266,104.54593942768261,93.50056046290979,0.9811460931314712,0.9120725274048838,0.6232209962935844,0.8388132056099797,0.12113543252311297,0.8374099028922974,0.6698948583590925,0.5428133979248343,0.01921290586588797,0.19578756082813806,0.016551889194500485,0.07718411862950884,0.0701549979382625,0.514852471335583,0.3422132518652746,0.30907357371304006,0.037123706392448844,0.3104508228122804,0.032036262559078384,0.1265369305879359,0.0,0.0,0.0,0.0,True
2,4.06e-05,1231.8741700649261,1.344833122961449,0.9589038502602351,0.03521229699254036,0.732388436794281,0.45307108759880066,0.4068906071285407,103.71965797776154,29.55147331388435,40.90108440912491,58.057405233590266,0.9961382283031799,0.8685364809935585,0.6588260399014928,0.8411669163994103,0.06836489396497447,0.9855953985951099,0.9909626743684147,0.6816409889761664,0.018180520052555504,0.6084499968128251,0.2989238130592742,0.30851810997488494,0.04326992755635813,0.7939886835771214,0.6438119551051865,0.493690188746222,0.03521229730157917,0.7323884101277227,0.43149629293041386,0.3996990001199052,0.0,0.0,0.0,0.0,True
3,6.04e-05,1190.7174413204193,1.1314590849885435,0.8737053797358558,0.18785442411899567,0.7364545464515686,0.48849883675575256,0.47093593577543896,82.19735973101092,17.69531781069052,34.89419545916058,44.928957666954005,0.9902513464444301,0.9294635694203219,0.8211293802140949,0.9136147653596156,0.8651114231000766,0.982055782780278,0.9888818589806487,0.945349688287001,0.11127191368307968,0.6132004635510606,0.33316215131633997,0.3525448428501601,0.48809122002823097,0.7958229502808428,0.6605872276213756,0.6481671326434831,0.1878544226878608,0.7364545430919114,0.46523699666961654,0.46318198748312955,0.0,0.0,0.0,0.0,True
4,8.02e-05,1128.3419442176819,0.9505139278868834,0.7325796859604972,0.36313360929489136,0.757978081703186,0.4986926317214966,0.539934774239858,35.117338392939736,15.622238047866297,36.30353707502338,29.01437117194314,0.9789511664142257,0.9385496455763802,0.8429741035183026,0.9201583051696361,0.9524673949488294,0.9839699434401742,0.9889495392808513,0.9751289592232849,0.2444886555487038,0.639060731676632,0.34463946303048687,0.40939628341860756,0.5982132426099412,0.8098070741934329,0.666467451557979,0.6914959227871177,0.3631336116519825,0.7579780846836813,0.4749453045864104,0.532019000307358,0.0,0.0,0.0,0.0,True
5,0.0001,1198.1746668815613,0.7549991163453369,0.614498328878766,0.4447234869003296,0.7974076271057129,0.5012604594230652,0.5811305244763693,30.09266574448936,16.221878581308793,38.21353634132542,28.176026889041193,0.966770532094577,0.9244857856870686,0.8603509368619671,0.9172024182145376,0.9686430799256515,0.9885010899710084,0.9885274942967073,0.9818905547311224,0.3139773600533543,0.6881560084088594,0.3467548984839827,0.44962942231539876,0.6408571520214503,0.8363435408544426,0.6673738634831705,0.714858185453021,0.44472347825908354,0.7974075995043572,0.47739092788973725,0.5731740018843926,0.0,0.0,0.0,0.0,True
6,9.997293623837585e-05,1337.1808240413666,0.6078214801170609,0.480644219546091,0.5756261348724365,0.8327856063842773,0.5659224987030029,0.6581114133199056,20.364984154390516,12.615919302806184,34.01665304428294,22.332518833826544,0.9318311339787105,0.8898187795909235,0.8312757887732473,0.8843085674476271,0.9854439146794468,0.99309295945635,0.9919423203620334,0.9901597314992768,0.43843253693658935,0.7330410049856138,0.4068044209845014,0.5260926543022348,0.7109200617015796,0.8603604073931143,0.6990142447708125,0.7567649046218355,0.575626152526458,0.8327855988427648,0.5389737758797313,0.6491285090829847,0.0,0.0,0.0,0.0,True
7,9.989177454732935e-05,1158.6576759815216,0.5261778510316755,0.37414504985014596,0.6765262484550476,0.8458046317100525,0.6255861520767212,0.7159723440806071,11.195681941888058,7.806780579609495,29.432992419628253,16.14515164704194,0.8733498158148107,0.8611685405504962,0.7937817176920688,0.8427666913524586,0.993472394732335,0.9953272376496503,0.9946764658885893,0.9944920327568582,0.5483771942157937,0.7491873668313899,0.4666762138544144,0.5880802583005327,0.7692151842294891,0.8689917898059544,0.7301359360504337,0.7894476366952924,0.6765262420443933,0.8458047086043052,0.5957963668003473,0.706042439149682,0.0,0.0,0.0,0.0,True
8,9.975660367597807e-05,1113.4140329360962,0.47925958776790084,0.3091634843321074,0.7083365321159363,0.8494621515274048,0.6629446148872375,0.7402477661768595,9.829931276742576,7.454895521349802,28.138510447120943,15.141112415071108,0.8308639811444627,0.8443359110438682,0.7547496867231556,0.8099831929704955,0.9956928613142543,0.9962694609483588,0.9963535427493535,0.9961052883373221,0.5871780179651402,0.7531637029000573,0.5065838068062785,0.6156418425571587,0.7893542871393447,0.8711472647922389,0.750745571618871,0.8037490411834849,0.7083365174171795,0.8494621161384237,0.6313758341235314,0.7297248225597115,0.0,0.0,0.0,0.0,True
9,9.956757143168527e-05,1121.1885328292847,0.456658509390598,0.2791634503574598,0.7245683670043945,0.852063775062561,0.6779460906982422,0.7515260775883993,10.224451637308743,7.580000249266529,29.64074882302016,15.81506690319848,0.8003612005960343,0.8374062619675189,0.7267735554904841,0.7881803393513458,0.9967356677538453,0.9967245553150276,0.9972132180104832,0.9968911470264521,0.6068298799038678,0.7554473734529487,0.5232018807988033,0.6284930447185398,0.7994700380335333,0.8724068955339365,0.759345958319681,0.8104076306290503,0.724568414925184,0.852063820721,0.645662981893199,0.7407650725131276,0.0,0.0,0.0,0.0,True
10,9.932488451843476e-05,1168.029622077942,0.43414562692244846,0.2598382201932725,0.7358186841011047,0.8536520600318909,0.6856400370597839,0.7583702603975931,16.607154654427145,7.544951612267728,29.253532479523155,17.801879582072676,0.7785528717233099,0.8321094967408376,0.7064922045462763,0.7723848576701412,0.9973412832440729,0.9969936213917099,0.9976798757461005,0.9973382601272944,0.6201568978823174,0.7573033079925219,0.5318999882704855,0.6364533980484416,0.806288297151438,0.873412853754278,0.7638348358565177,0.8145119955874112,0.7358186574004202,0.8536520862210887,0.6529904783172182,0.7474870739795758,0.9791184705657611,0.9848423362871197,0.907901038506495,0.9572872817864586,True
11,9.902880831080307e-05,1141.5659379959106,0.4265948512845419,0.2511628568882034,0.7442412376403809,0.8546901941299438,0.6884059309959412,0.7624457875887553,9.448129441892995,7.621003321974178,29.060323328494118,15.376485364120429,0.7641774513637977,0.829421836989229,0.6874728175919881,0.7603573686483381,0.9977035032369704,0.9971399958464485,0.9980092494096422,0.9976175828310203,0.6297012439427859,0.7584856422307586,0.5349826981451903,0.6410565281062449,0.8111744120887411,0.8740581683908805,0.7654608616811797,0.8168978140536004,0.7442412347868357,0.8546901599716563,0.6556246690978307,0.7515186879521076,0.0,0.0,0.0,0.0,True
12,9.86796665637763e-05,1162.2252683639526,0.4085932220473434,0.2466370641475632,0.7480801343917847,0.8554067015647888,0.6909626126289368,0.7648164828618368,16.105148059868675,7.412285601906546,29.05580023195954,17.524411297911588,0.7523582575243798,0.8259628135444365,0.6761221593761607,0.7514810768149923,0.9979934735151645,0.9972978574602949,0.9982149125419963,0.9978354145058187,0.6359180648306992,0.7592242344717612,0.5380257452453893,0.6443893481826165,0.8143524731745178,0.8744516091651867,0.7670374559333547,0.8186138460910198,0.748080145836927,0.855406651818387,0.6580596471789045,0.7538488149447394,0.0,0.0,0.0,0.0,True
13,9.827784105872876e-05,1140.0091307163239,0.405650830940541,0.24607141961654028,0.7533800601959229,0.8551527261734009,0.6909272074699402,0.766486664613088,15.829518600538867,7.195569031554399,28.828595535390306,17.284561055827858,0.7491174947785312,0.8249209106109145,0.6667177904128062,0.746918731934084,0.9980487743782546,0.9971948049308001,0.9982601238083803,0.9978345677058117,0.6422321174763612,0.7591030890980625,0.537725155847032,0.6463534541404853,0.8175689953889974,0.874344532234822,0.7668729292088883,0.8195954856109026,0.7533800219696128,0.8551526922105034,0.6580258960159827,0.755519536732033,0.0,0.0,0.0,0.0,True
14,9.782377118595071e-05,1118.1439049243927,0.398743058865269,0.2346394454439481,0.759412407875061,0.857468843460083,0.690108060836792,0.7689964373906454,14.74811188891238,6.417223835087669,27.241948053214877,16.135761259071643,0.7504576183351455,0.8249552911844822,0.660853358456161,0.7454220893252629,0.9981363421448994,0.9972702286805603,0.9983180509366743,0.9979082072540445,0.6489365951197433,0.7615539027367862,0.5366095158254551,0.6490333378939949,0.8210365064872522,0.8756573194079866,0.7663264576716292,0.821006761188956,0.7594124223922911,0.8574688397124673,0.6572457149655166,0.7580423256900918,0.0,0.0,0.0,0.0,True
